1	 0.000000
2	 4.000000
3	 64.000000
4	 80.000000
5	 89.000000
6	 82.000000
7	 82.000000
8	 82.000000
9	 85.000000
10	 82.000000
11	 90.000000
12	 85.000000
13	 87.000000
14	 87.000000
15	 81.000000
16	 88.000000
17	 87.000000
18	 84.000000
19	 79.000000
20	 86.000000
21	 84.000000
22	 78.000000
23	 87.000000
24	 80.000000
25	 86.000000
26	 77.000000
27	 86.000000
28	 83.000000
29	 83.000000
30	 81.000000
31	 81.000000
32	 85.000000
33	 90.000000
34	 88.000000
35	 84.000000
36	 84.000000
37	 86.000000
38	 81.000000
39	 79.000000
40	 87.000000
41	 89.000000
42	 84.000000
43	 85.000000
44	 87.000000
45	 88.000000
46	 86.000000
47	 84.000000
48	 88.000000
49	 87.000000
50	 84.000000
51	 87.000000
52	 85.000000
53	 83.000000
54	 85.000000
55	 86.000000
56	 82.000000
57	 81.000000
58	 85.000000
59	 80.000000
60	 89.000000
61	 84.000000
62	 85.000000
63	 83.000000
64	 87.000000
65	 88.000000
66	 86.000000
67	 84.000000
68	 83.000000
69	 86.000000
70	 83.000000
71	 88.000000
72	 82.000000
73	 85.000000
74	 86.000000
75	 85.000000
76	 82.000000
77	 91.000000
78	 82.000000
79	 82.000000
80	 84.000000
81	 84.000000
82	 87.000000
83	 85.000000
84	 87.000000
85	 91.000000
86	 86.000000
87	 91.000000
88	 90.000000
89	 85.000000
90	 80.000000
91	 82.000000
92	 88.000000
93	 87.000000
94	 89.000000
95	 88.000000
96	 83.000000
97	 88.000000
98	 89.000000
99	 81.000000
100	 86.000000
